sequence_id,scenario,scenario_name,run_id,seed,api_elapsed_seconds,api_elapsed_ms,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,model_logical_throughput,mean_finality_latency_logical,mean_receipt_latency_logical,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability,real_submitted_tx_per_sec,real_finality_certs_per_sec,real_receipts_per_sec,real_rewards_per_sec
214,Q3,Cross-contract/cross-shard Qtum request,14,640,0.00776999,7.77,241,241,236,231,693,3465,0,2,718,14,0,97.9253,95.8506,2.31,19.873,25.3639,47.3029,104.643,104.3946,0.1242,40.3463,40.0019,60.0,1,0.0,31016.7869,30373.2851,29729.7833,89189.3499
215,Q3,Cross-contract/cross-shard Qtum request,15,641,0.00956213,9.5621,275,275,270,267,801,4005,0,2,820,14,0,98.1818,97.0909,2.67,19.7191,25.1409,48.0,125.2669,125.7324,0.2328,26.0974,24.3437,33.9326,1,0.0,28759.2887,28236.3926,27922.6549,83767.9646
216,Q3,Cross-contract/cross-shard Qtum request,16,642,0.00984645,9.8464,251,251,241,236,708,3540,0,2,743,14,0,96.0159,94.0239,2.36,19.9642,25.3437,50.996,123.9527,124.3994,0.2233,32.2712,28.0184,40.678,1,0.0,25491.4285,24475.8338,23968.0364,71904.1092
217,Q3,Cross-contract/cross-shard Qtum request,17,643,0.01095109,10.9511,248,248,235,233,699,3495,0,2,731,14,0,94.7581,93.9516,2.33,19.6159,25.1345,44.3548,101.7715,102.7077,0.4681,32.7897,28.1559,41.9742,1,0.0,22646.1558,21459.0589,21276.4287,63829.286
218,Q3,Cross-contract/cross-shard Qtum request,18,644,0.0093218,9.3218,329,329,325,318,954,4770,0,2,983,14,0,98.7842,96.6565,2.8997,19.6491,25.1012,44.0729,135.2147,136.0605,0.4229,33.2579,28.3956,36.8553,1,0.0,35293.6242,34864.5224,34113.5942,102340.7826
219,Q3,Cross-contract/cross-shard Qtum request,19,645,0.00989432,9.8943,314,314,296,293,879,4395,0,2,924,14,0,94.2675,93.3121,2.7994,20.0895,25.5864,52.2293,146.4115,146.5214,0.0549,24.8191,24.0524,31.5358,2,0.0,31735.3923,29916.166,29612.9616,88838.8849
220,Q3,Cross-contract/cross-shard Qtum request,20,646,0.01237036,12.3704,260,260,253,247,741,3705,0,2,773,14,0,97.3077,95.0,2.47,19.8007,25.1681,48.0769,114.3192,113.9987,0.1602,42.7854,40.1212,60.0,1,0.0,21017.9749,20452.1063,19967.0762,59901.2285
221,Q3,Cross-contract/cross-shard Qtum request,21,647,0.01097078,10.9708,293,293,286,282,846,4230,0,2,872,14,0,97.6109,96.2457,2.82,20.3205,25.9028,54.9488,133.9448,134.2564,0.1558,29.8109,22.3995,34.0426,1,0.0,26707.3031,26069.2447,25704.6398,77113.9195
222,Q3,Cross-contract/cross-shard Qtum request,22,648,0.00829528,8.2953,253,253,244,241,723,3615,0,2,750,14,0,96.4427,95.2569,2.41,19.8499,25.2906,49.8024,125.8511,125.7329,0.0591,40.5187,42.0215,60.0,1,0.0,30499.2572,29414.3034,29052.6521,87157.9563
223,Q3,Cross-contract/cross-shard Qtum request,23,649,0.01012658,10.1266,327,327,314,308,924,4620,0,2,968,14,0,96.0245,94.1896,2.8257,20.0747,25.6339,51.682,129.3388,129.5349,0.0981,32.4156,28.0432,41.039,1,0.0,32291.2573,31007.507,30415.0068,91245.0205
224,Q3,Cross-contract/cross-shard Qtum request,24,650,0.00831688,8.3169,244,244,240,235,705,3525,0,2,728,14,0,98.3607,96.3115,2.35,20.4032,25.7997,56.5574,121.5082,121.9242,0.208,42.7915,40.1218,60.0,1,0.0,29337.9177,28856.9683,28255.7814,84767.3443
225,Q3,Cross-contract/cross-shard Qtum request,25,651,0.00816992,8.1699,255,255,250,241,723,3615,0,2,760,14,0,98.0392,94.5098,2.41,19.8195,25.1883,47.0588,119.7893,119.5161,0.1366,25.2614,24.1243,32.3651,2,0.0,31212.0445,30600.0436,29498.442,88495.3261
226,Q3,Cross-contract/cross-shard Qtum request,26,652,0.00907405,9.0741,312,312,303,297,891,4455,0,2,927,14,0,97.1154,95.1923,2.8558,20.0169,25.6388,50.0,129.2115,129.9647,0.3766,26.7452,22.0002,30.101,2,0.0,34383.7609,33391.9216,32730.6955,98192.0864
227,Q3,Cross-contract/cross-shard Qtum request,27,653,0.0085174,8.5174,270,270,260,254,762,3810,0,2,800,14,0,96.2963,94.0741,2.54,19.8369,25.4884,48.5185,120.8298,120.3308,0.2495,41.2598,40.0248,60.0,1,0.0,31699.8033,30525.7365,29821.2965,89463.8894
228,Q3,Cross-contract/cross-shard Qtum request,28,654,0.00862257,8.6226,261,261,258,250,750,3750,0,2,780,14,0,98.8506,95.7854,2.5,19.8853,25.3659,46.3602,107.033,107.0187,0.0072,24.768,24.0461,31.44,2,0.0,30269.3906,29921.4666,28993.6692,86981.0075
229,Q3,Cross-contract/cross-shard Qtum request,29,655,0.00942034,9.4203,340,340,327,320,960,4800,0,2,1007,14,0,96.1765,94.1176,2.8235,20.1541,25.638,52.9412,155.2904,155.466,0.0878,28.125,22.0859,31.875,2,0.0,36092.1079,34712.1155,33969.0427,101907.1282
230,Q3,Cross-contract/cross-shard Qtum request,30,656,0.00767178,7.6718,223,223,214,210,630,3150,0,2,660,14,0,95.9641,94.1704,2.1,19.888,25.4265,48.8789,110.7912,111.0993,0.154,29.3333,22.2873,33.4286,1,0.0,29067.5811,27894.45,27373.0584,82119.1753
231,Q3,Cross-contract/cross-shard Qtum request,31,657,0.00920214,9.2021,324,324,312,309,927,4635,0,2,960,14,0,96.2963,95.3704,2.8611,19.6183,25.1876,46.2963,147.2934,148.1484,0.4275,28.4035,22.1219,32.233,2,0.0,35209.1899,33905.1458,33579.1348,100737.4043
232,Q3,Cross-contract/cross-shard Qtum request,32,658,0.00823038,8.2304,255,255,251,247,741,3705,0,2,761,14,0,98.4314,96.8627,2.47,19.7711,25.2728,47.0588,105.5306,106.1451,0.3073,28.4615,22.1302,32.3077,2,0.0,30982.7849,30496.7804,30010.7759,90032.3278
233,Q3,Cross-contract/cross-shard Qtum request,33,659,0.00984571,9.8457,303,303,292,286,858,4290,0,2,898,14,0,96.3696,94.3894,2.8317,19.9754,25.4308,49.505,135.1296,134.7886,0.1705,25.0,30.0171,39.3007,1,0.0,30774.8091,29657.5718,29048.1697,87144.5091
234,Q3,Cross-contract/cross-shard Qtum request,34,660,0.00878519,8.7852,279,279,274,270,810,4050,0,2,832,14,0,98.2079,96.7742,2.7,19.794,25.2869,46.595,125.6011,125.8452,0.122,41.7778,40.0494,60.0,1,0.0,31757.9819,31188.8424,30733.5308,92200.5925
235,Q3,Cross-contract/cross-shard Qtum request,35,661,0.00900478,9.0048,245,245,238,234,702,3510,0,2,728,14,0,97.1429,95.5102,2.34,19.922,25.52,50.6122,121.0162,120.4849,0.2656,30.8547,22.7087,35.3846,1,0.0,27207.7598,26430.3952,25986.1869,77958.5607
236,Q3,Cross-contract/cross-shard Qtum request,36,662,0.00896296,8.963,253,253,244,240,720,3600,0,2,750,14,0,96.4427,94.8617,2.4,19.9128,25.4003,49.0119,99.8506,100.5677,0.3586,26.6667,22.0,30.0,2,0.0,28227.2663,27223.1343,26776.8534,80330.5603
237,Q3,Cross-contract/cross-shard Qtum request,37,663,0.00850856,8.5086,220,220,215,211,633,3165,0,2,655,14,0,97.7273,95.9091,2.11,19.8509,25.3992,48.1818,117.2437,117.7467,0.2515,25.4408,24.1622,32.7014,2,0.0,25856.3141,25268.6706,24798.5558,74395.6674
238,Q3,Cross-contract/cross-shard Qtum request,38,664,0.00902636,9.0264,239,239,234,229,687,3435,0,2,712,14,0,97.9079,95.8159,2.29,19.5784,25.0996,44.3515,110.9121,110.8519,0.0301,32.3843,28.0369,40.9607,1,0.0,26477.9898,25924.0569,25370.1241,76110.3722
239,Q3,Cross-contract/cross-shard Qtum request,39,665,0.00761842,7.6184,232,232,225,220,660,3300,0,2,689,14,0,96.9828,94.8276,2.2,19.6454,25.2687,44.8276,102.1082,101.9946,0.0568,27.9394,22.0655,31.6364,2,0.0,30452.5045,29533.679,28877.375,86632.1249
240,Q3,Cross-contract/cross-shard Qtum request,40,666,0.01409725,14.0972,274,274,268,263,789,3945,0,2,816,14,0,97.8102,95.9854,2.63,19.7711,25.3572,47.8102,134.9411,134.9644,0.0116,32.4563,28.052,41.1407,1,0.0,19436.4218,19010.8067,18656.1275,55968.3825
241,Q3,Cross-contract/cross-shard Qtum request,41,667,0.01297769,12.9777,337,337,329,320,960,4800,0,2,1003,14,0,97.6261,94.9555,2.8487,19.7158,25.1274,45.9941,127.0908,127.7181,0.3137,32.05,28.0006,39.875,1,0.0,25967.6434,25351.2008,24657.7029,73973.1088
242,Q3,Cross-contract/cross-shard Qtum request,42,668,0.00862145,8.6214,275,275,268,267,801,4005,0,2,818,14,0,97.4545,97.0909,2.67,19.9893,25.493,50.9091,117.283,117.0087,0.1371,29.201,22.2595,33.2584,2,0.0,31897.2015,31085.2727,30969.2829,92907.8486
243,Q3,Cross-contract/cross-shard Qtum request,43,669,0.00941575,9.4157,249,249,240,235,705,3525,0,2,738,14,0,96.3855,94.3775,2.35,19.7699,25.2077,48.996,102.713,103.1823,0.2347,27.3617,22.0195,30.8936,2,0.0,26445.055,25489.2096,24958.1844,74874.5533
244,Q3,Cross-contract/cross-shard Qtum request,44,670,0.01017702,10.177,334,334,320,319,957,4785,0,2,988,14,0,95.8084,95.509,2.8653,19.8091,25.3445,49.4012,132.0077,131.6711,0.1683,32.5768,28.0832,41.442,1,0.0,32819.0277,31443.3799,31345.1193,94035.3579
245,Q3,Cross-contract/cross-shard Qtum request,45,671,0.00789161,7.8916,253,253,240,236,708,3540,0,2,746,14,0,94.8617,93.2806,2.36,19.7468,25.2615,49.8024,117.4223,117.7849,0.1813,33.4915,28.5562,43.7288,1,0.0,32059.3724,30412.0529,29905.1854,89715.5561
246,Q3,Cross-contract/cross-shard Qtum request,46,672,0.00883837,8.8384,231,231,228,225,675,3375,0,2,690,14,0,98.7013,97.4026,2.25,20.0525,25.541,50.6494,105.5597,105.9535,0.1969,40.9556,42.073,60.0,1,0.0,26136.0528,25796.6235,25457.1942,76371.5827
247,Q3,Cross-contract/cross-shard Qtum request,47,673,0.0087795,8.7795,223,223,216,211,633,3165,0,2,662,14,0,96.861,94.6188,2.11,19.5154,25.0003,41.704,115.03,114.7392,0.1454,25.0,30.0909,41.6114,1,0.0,25400.0913,24602.779,24033.2702,72099.8107
248,Q3,Cross-contract/cross-shard Qtum request,48,674,0.00830666,8.3067,227,227,221,215,645,3225,0,2,675,14,0,97.3568,94.7137,2.15,19.8279,25.2392,49.7797,105.7738,105.7591,0.0073,11.8837,26.2839,33.7674,1,0.0,27327.4698,26605.1578,25882.8458,77648.5374
249,Q3,Cross-contract/cross-shard Qtum request,49,675,0.00900711,9.0071,307,307,294,290,870,4350,0,2,908,14,0,95.7655,94.4625,2.8339,19.8123,25.2328,46.5798,131.481,131.5654,0.0422,27.4713,22.0262,31.0345,2,0.0,34084.1695,32640.8659,32196.7725,96590.3174
250,Q3,Cross-contract/cross-shard Qtum request,50,676,0.0082382,8.2382,256,256,249,245,735,3675,0,2,761,14,0,97.2656,95.7031,2.45,19.5565,25.0058,43.75,116.565,116.2444,0.1603,31.5306,34.1041,42.0408,1,0.0,31074.7682,30225.0675,29739.5243,89218.5728
251,Q3,Cross-contract/cross-shard Qtum request,51,677,0.00739304,7.393,248,248,236,228,684,3420,0,2,732,14,0,95.1613,91.9355,2.28,19.8457,25.2225,48.7903,121.0725,120.838,0.1173,33.3333,28.4444,43.3333,1,0.0,33545.0459,31921.8985,30839.8002,92519.4007
252,Q3,Cross-contract/cross-shard Qtum request,52,678,0.04838252,48.3825,262,262,254,249,747,3735,0,2,778,14,0,96.9466,95.0382,2.49,19.6662,25.213,46.1832,117.0243,116.9642,0.03,28.4471,22.1281,32.2892,2,0.0,5415.1793,5249.8303,5146.4872,15439.4616
253,Q3,Cross-contract/cross-shard Qtum request,53,679,0.00947899,9.479,310,310,306,298,894,4470,0,2,926,14,0,98.7097,96.129,2.8839,20.0832,25.6799,49.6774,150.738,151.3729,0.3174,32.3221,28.0259,39.1946,1,0.0,32703.92,32281.934,31437.9618,94313.8855
254,Q3,Cross-contract/cross-shard Qtum request,54,680,0.01081558,10.8156,336,336,330,328,984,4920,0,2,1002,14,0,98.2143,97.619,2.9286,19.7428,25.2179,46.4286,139.7197,139.6225,0.0486,32.8293,28.1719,42.0732,1,0.0,31066.3066,30511.5511,30326.6326,90979.8979
255,Q3,Cross-contract/cross-shard Qtum request,55,681,0.00789107,7.8911,223,223,215,212,636,3180,0,2,661,14,0,96.4126,95.0673,2.12,19.9985,25.4069,50.6726,126.8495,127.0192,0.0848,27.9874,22.0705,31.6981,2,0.0,28259.7924,27245.9882,26865.8116,80597.4348
256,Q3,Cross-contract/cross-shard Qtum request,56,682,0.00897186,8.9719,265,265,260,252,756,3780,0,2,790,14,0,98.1132,95.0943,2.52,20.2137,25.6464,53.5849,117.1544,117.4943,0.1699,30.7407,22.6707,35.2381,1,0.0,29536.783,28979.4852,28087.8087,84263.4262
257,Q3,Cross-contract/cross-shard Qtum request,57,683,0.00822827,8.2283,229,229,222,220,660,3300,0,2,680,14,0,96.9432,96.0699,2.2,19.9899,25.5462,51.9651,107.2476,107.8597,0.306,27.7273,22.0455,31.3636,2,0.0,27830.8637,26980.1386,26737.0743,80211.2229
258,Q3,Cross-contract/cross-shard Qtum request,58,684,0.00743017,7.4302,247,247,242,236,708,3540,0,2,736,14,0,97.9757,95.5466,2.36,20.0376,25.5227,50.6073,113.93,113.9375,0.0037,28.2486,22.1011,32.0339,2,0.0,33242.8643,32569.9318,31762.4128,95287.2385
259,Q3,Cross-contract/cross-shard Qtum request,59,685,0.00979821,9.7982,306,306,297,289,867,4335,0,2,909,14,0,97.0588,94.4444,2.8333,19.8382,25.3987,48.0392,122.6625,123.0027,0.1701,30.2595,34.003,40.346,1,0.0,31230.1877,30311.6528,29495.1773,88485.5318
260,Q3,Cross-contract/cross-shard Qtum request,60,686,0.00933199,9.332,244,244,239,236,708,3540,0,2,727,14,0,97.9508,96.7213,2.36,19.9725,25.5002,51.6393,124.3823,124.9269,0.2723,27.2599,22.0142,30.7627,2,0.0,26146.6204,25610.829,25289.3541,75868.0624
261,Q3,Cross-contract/cross-shard Qtum request,61,687,0.0136611,13.6611,330,330,316,310,930,4650,0,2,976,14,0,95.7576,93.9394,2.8182,19.7829,25.2115,48.4848,148.3126,147.9662,0.1732,29.6774,22.3663,33.871,1,0.0,24156.186,23131.3781,22692.1747,68076.5242
262,Q3,Cross-contract/cross-shard Qtum request,62,688,0.01071095,10.7109,290,290,284,279,837,4185,0,2,864,14,0,97.931,96.2069,2.79,19.7058,25.2248,46.5517,126.7543,127.0896,0.1677,28.4229,22.1246,32.2581,2,0.0,27075.1087,26514.934,26048.1218,78144.3654
263,Q3,Cross-contract/cross-shard Qtum request,63,689,0.0091639,9.1639,268,268,264,256,768,3840,0,2,800,14,0,98.5075,95.5224,2.56,19.716,25.2043,47.0149,121.2304,121.6596,0.2146,26.5,24.4883,34.6875,1,0.0,29245.1776,28808.6824,27935.692,83807.0761
264,Q3,Cross-contract/cross-shard Qtum request,64,690,0.00897345,8.9734,292,292,285,279,837,4185,0,2,869,14,0,97.6027,95.5479,2.79,19.4734,25.0046,43.1507,139.5201,139.5289,0.0044,26.7503,22.0003,30.1075,2,0.0,32540.446,31760.3668,31091.7275,93275.1825
265,Q3,Cross-contract/cross-shard Qtum request,65,691,0.00887771,8.8777,283,283,278,270,810,4050,0,2,844,14,0,98.2332,95.4064,2.7,19.6394,25.1598,44.1696,112.6143,111.8203,0.397,27.8765,22.0591,31.5556,2,0.0,31877.5972,31314.3888,30413.2553,91239.7659
266,Q3,Cross-contract/cross-shard Qtum request,66,692,0.00817262,8.1726,253,253,249,244,732,3660,0,2,755,14,0,98.419,96.4427,2.44,19.7571,25.1902,45.8498,110.6376,110.9646,0.1635,27.8142,22.0532,31.4754,2,0.0,30957.0286,30467.5894,29855.7904,89567.3712
267,Q3,Cross-contract/cross-shard Qtum request,67,693,0.00895502,8.955,291,291,285,275,825,4125,0,2,867,14,0,97.9381,94.5017,2.75,19.728,25.2116,46.3918,120.5517,120.5129,0.0194,32.5636,34.2921,43.4182,1,0.0,32495.7289,31825.7139,30709.0222,92127.0666
268,Q3,Cross-contract/cross-shard Qtum request,68,694,0.00772814,7.7281,233,233,227,223,669,3345,0,2,693,14,0,97.4249,95.7082,2.23,19.5105,24.9847,45.0644,100.2308,99.5153,0.3577,27.3991,22.0217,30.9417,2,0.0,30149.5729,29373.1891,28855.5998,86566.7995
269,Q3,Cross-contract/cross-shard Qtum request,69,695,0.01150725,11.5073,333,333,321,317,951,4755,0,2,987,14,0,96.3964,95.1952,2.8559,19.7023,25.2742,45.3453,140.6816,141.1997,0.259,24.0505,24.0002,30.0946,2,0.0,28938.268,27895.4475,27547.8407,82643.5221
270,Q3,Cross-contract/cross-shard Qtum request,70,696,0.00842256,8.4226,275,275,263,260,780,3900,0,2,813,14,0,95.6364,94.5455,2.6,19.416,25.0244,43.6364,122.6862,122.3017,0.1923,11.1538,26.1065,32.3077,2,0.0,32650.4017,31225.6569,30869.4707,92608.4121
271,Q3,Cross-contract/cross-shard Qtum request,71,697,0.00969413,9.6941,326,326,317,311,933,4665,0,2,969,14,0,97.2393,95.3988,2.862,19.5089,25.0699,43.2515,141.6053,141.1055,0.2499,24.7717,24.0465,31.4469,2,0.0,33628.6083,32700.2112,32081.2797,96243.8392
272,Q3,Cross-contract/cross-shard Qtum request,72,698,0.00819348,8.1935,240,240,232,229,687,3435,0,2,712,14,0,96.6667,95.4167,2.29,19.7168,25.3205,47.9167,116.4838,116.2296,0.1271,30.8443,22.7052,35.3712,1,0.0,29291.6009,28315.2142,27949.0692,83847.2077
273,Q3,Cross-contract/cross-shard Qtum request,73,699,0.00828209,8.2821,256,256,249,239,717,3585,0,2,761,14,0,97.2656,93.3594,2.39,19.9013,25.423,44.5312,117.4923,117.6154,0.0615,32.1004,28.0025,40.251,1,0.0,30910.061,30064.864,28857.4398,86572.3193
274,Q3,Cross-contract/cross-shard Qtum request,74,700,0.00742687,7.4269,239,239,226,222,666,3330,0,2,704,14,0,94.5607,92.887,2.22,19.6159,24.9562,46.4435,113.2966,113.4357,0.0695,26.4505,24.4691,34.5946,1,0.0,32180.4258,30430.0261,29891.4416,89674.3247
275,Q3,Cross-contract/cross-shard Qtum request,75,701,0.00731086,7.3109,230,230,226,223,669,3345,0,2,686,14,0,98.2609,96.9565,2.23,20.1936,25.6931,56.5217,103.857,104.0725,0.1078,32.3229,28.0261,40.8072,1,0.0,31460.0342,30912.9032,30502.5549,91507.6647
276,Q3,Cross-contract/cross-shard Qtum request,76,702,0.00875241,8.7524,303,303,298,288,864,4320,0,2,904,14,0,98.3498,95.0495,2.8515,19.6218,25.1132,42.9043,140.5568,140.923,0.1831,29.5833,22.3438,33.75,1,0.0,34619.0205,34047.7496,32905.2076,98715.6229
277,Q3,Cross-contract/cross-shard Qtum request,77,703,0.01120882,11.2088,308,308,297,295,885,4425,0,2,913,14,0,96.4286,95.7792,2.8734,19.7696,25.2609,47.4026,137.7658,138.0508,0.1425,24.922,24.0664,31.7288,2,0.0,27478.3583,26496.9884,26318.5575,78955.6725
278,Q3,Cross-contract/cross-shard Qtum request,78,704,0.00814941,8.1494,243,243,236,233,699,3495,0,2,722,14,0,97.1193,95.8848,2.33,19.856,25.4353,46.9136,115.056,115.379,0.1615,24.3433,24.0092,30.6438,2,0.0,29818.1059,28959.1481,28591.0233,85773.07
279,Q3,Cross-contract/cross-shard Qtum request,79,705,0.00767905,7.679,236,236,231,227,681,3405,0,2,703,14,0,97.8814,96.1864,2.27,19.3451,24.8982,42.3729,111.9302,111.6033,0.1634,24.2115,24.0035,30.3965,2,0.0,30732.9803,30081.8578,29560.9598,88682.8795
280,Q3,Cross-contract/cross-shard Qtum request,80,706,0.00816259,8.1626,224,224,221,219,657,3285,0,2,669,14,0,98.6607,97.7679,2.19,19.6297,25.077,46.4286,109.701,109.6121,0.0445,25.6804,24.2206,33.1507,2,0.0,27442.2836,27074.753,26829.7326,80489.1979
281,Q3,Cross-contract/cross-shard Qtum request,81,707,0.0087144,8.7144,273,273,266,265,795,3975,0,2,812,14,0,97.4359,97.0696,2.65,19.4893,24.9836,43.2234,111.5382,111.7655,0.1137,27.9874,22.0705,31.6981,2,0.0,31327.4436,30524.1758,30409.4233,91228.2699
282,Q3,Cross-contract/cross-shard Qtum request,82,708,0.01093402,10.934,292,292,283,279,837,4185,0,2,867,14,0,96.9178,95.5479,2.79,19.6888,25.2789,46.5753,123.4386,123.5701,0.0658,32.4875,28.0594,38.7814,1,0.0,26705.6301,25882.5113,25516.6808,76550.0423
283,Q3,Cross-contract/cross-shard Qtum request,83,709,0.00907087,9.0709,276,276,268,263,789,3945,0,2,820,14,0,97.1014,95.2899,2.63,19.7819,25.1511,46.7391,121.3396,121.1802,0.0797,25.2776,24.1275,32.3954,2,0.0,30427.0771,29545.1328,28993.9177,86981.753
284,Q3,Cross-contract/cross-shard Qtum request,84,710,0.0081536,8.1536,271,271,265,260,780,3900,0,2,807,14,0,97.786,95.941,2.6,20.0156,25.4992,49.0775,131.0024,130.7058,0.1483,24.8615,24.058,31.6154,2,0.0,33236.8687,32500.9971,31887.7707,95663.3122
285,Q3,Cross-contract/cross-shard Qtum request,85,711,0.00853079,8.5308,247,247,234,230,690,3450,0,2,728,14,0,94.7368,93.1174,2.3,19.9056,25.4879,50.6073,121.0178,120.2629,0.3775,29.5072,22.326,33.6522,1,0.0,28953.9286,27430.0376,26961.148,80883.4441
286,Q3,Cross-contract/cross-shard Qtum request,86,712,0.00942483,9.4248,282,282,274,265,795,3975,0,2,838,14,0,97.1631,93.9716,2.65,19.8801,25.4503,48.9362,121.4802,121.6439,0.0818,26.234,24.3899,34.1887,1,0.0,29920.9577,29072.1362,28117.2121,84351.6362
287,Q3,Cross-contract/cross-shard Qtum request,87,713,0.00953985,9.5399,306,306,294,286,858,4290,0,2,906,14,0,96.0784,93.4641,2.8039,19.5999,25.0878,44.1176,128.1144,128.682,0.2838,27.8089,22.0527,31.4685,2,0.0,32075.976,30818.0946,29979.507,89938.521
288,Q3,Cross-contract/cross-shard Qtum request,88,714,0.00777494,7.7749,228,228,220,215,645,3225,0,2,676,14,0,96.4912,94.2982,2.15,19.9049,25.4989,48.6842,101.9896,102.2286,0.1195,24.6698,24.035,31.2558,2,0.0,29324.9851,28296.0383,27652.9465,82958.8396
289,Q3,Cross-contract/cross-shard Qtum request,89,715,0.00952083,9.5208,319,319,312,301,903,4515,0,2,950,14,0,97.8056,94.3574,2.8307,19.5244,25.0488,41.6928,127.7167,127.7878,0.0355,27.9845,22.0702,31.6944,2,0.0,33505.4646,32770.235,31614.8741,94844.6223
290,Q3,Cross-contract/cross-shard Qtum request,90,716,0.0083717,8.3717,231,231,223,218,654,3270,0,2,685,14,0,96.5368,94.3723,2.18,19.6588,25.1664,46.3203,95.1491,94.7582,0.1954,25.1743,24.1077,32.2018,2,0.0,27592.9686,26637.368,26040.1175,78120.3526
291,Q3,Cross-contract/cross-shard Qtum request,91,717,0.01198373,11.9837,221,221,217,215,645,3225,0,2,659,14,0,98.19,97.2851,2.15,19.8926,25.4297,48.4163,99.6154,99.238,0.1887,25.0,30.2547,37.3023,1,0.0,18441.6659,18107.8801,17940.9872,53822.9615
292,Q3,Cross-contract/cross-shard Qtum request,92,718,0.0103749,10.3749,312,312,309,299,897,4485,0,2,933,14,0,99.0385,95.8333,2.875,19.819,25.4421,47.7564,142.4652,142.7446,0.1397,27.6812,22.0416,31.3043,2,0.0,30072.5645,29783.4052,28819.541,86458.623
293,Q3,Cross-contract/cross-shard Qtum request,93,719,0.01077749,10.7775,285,285,276,271,813,4065,0,2,846,14,0,96.8421,95.0877,2.71,19.5547,24.9843,44.2105,124.8261,124.4229,0.2016,27.4416,22.0243,30.9963,2,0.0,26444.0026,25608.9288,25144.999,75434.9969
294,Q3,Cross-contract/cross-shard Qtum request,94,720,0.00936718,9.3672,318,318,310,302,906,4530,0,2,946,14,0,97.4843,94.9686,2.8491,19.8508,25.34,47.7987,146.8325,146.7893,0.0216,30.9934,34.0439,41.3245,1,0.0,33948.3283,33094.2823,32240.2363,96720.7089
295,Q3,Cross-contract/cross-shard Qtum request,95,721,0.01097893,10.9789,298,298,293,286,858,4290,0,2,889,14,0,98.3221,95.9732,2.86,19.6996,25.1389,45.302,134.893,134.1479,0.3725,29.2774,22.2754,33.3566,1,0.0,27142.9075,26687.4896,26049.9045,78149.7135
296,Q3,Cross-contract/cross-shard Qtum request,96,722,0.00849545,8.4954,235,235,231,227,681,3405,0,2,701,14,0,98.2979,96.5957,2.27,20.0459,25.5486,51.0638,115.3051,115.6177,0.1563,33.5154,28.5741,36.2115,1,0.0,27661.8661,27191.0258,26720.1855,80160.5565
297,Q3,Cross-contract/cross-shard Qtum request,97,723,0.00989802,9.898,303,303,292,284,852,4260,0,2,898,14,0,96.3696,93.7294,2.8119,19.804,25.2598,47.1947,127.3009,127.7691,0.2341,25.0,30.0028,40.2817,1,0.0,30612.183,29500.8497,28692.6072,86077.8216
298,Q3,Cross-contract/cross-shard Qtum request,98,724,0.00781396,7.814,241,241,232,224,672,3360,0,2,714,14,0,96.2656,92.9461,2.24,20.2883,25.9047,54.7718,115.0677,115.0842,0.0083,25.7143,24.2296,33.2143,2,0.0,30842.2323,29690.4476,28666.6391,85999.9173
299,Q3,Cross-contract/cross-shard Qtum request,99,725,0.01039142,10.3914,338,338,326,318,954,4770,0,2,1002,14,0,96.4497,94.0828,2.8225,19.9078,25.3696,49.1124,152.8232,152.9561,0.0665,25.0,30.0797,38.4906,1,0.0,32526.844,31372.0448,30602.1787,91806.5361
300,Q3,Cross-contract/cross-shard Qtum request,100,726,0.00924306,9.2431,312,312,302,295,885,4425,0,2,926,14,0,96.7949,94.5513,2.8365,19.798,25.257,49.6795,135.5969,134.8692,0.3639,27.0621,22.0063,30.5085,2,0.0,33755.0551,32673.1624,31915.8374,95747.5122
301,Q4,Poor mobile connectivity,1,627,0.00913723,9.1372,294,294,264,247,741,3705,2,2,852,10,2,89.7959,84.0136,1.976,21.2324,26.6887,13.6054,123.8024,123.8748,0.0362,29.0283,22.2254,33.0364,2,0.0,32176.0393,28892.77,27032.2507,81096.752
302,Q4,Poor mobile connectivity,2,628,0.00967171,9.6717,276,276,245,222,666,3330,0,2,797,12,0,88.7681,80.4348,1.776,21.1983,26.7207,12.3188,115.8124,115.9306,0.0591,25.0,30.0045,40.3604,1,0.0,28536.8505,25331.6246,22953.5537,68860.6611
303,Q4,Poor mobile connectivity,3,629,0.00884892,8.8489,291,291,262,244,732,3660,3,2,844,9,3,90.0344,83.8488,1.952,21.321,26.785,14.7766,104.9782,105.666,0.3439,30.4918,34.0107,40.6557,1,0.0,32885.3616,29608.1263,27573.9802,82721.9406
304,Q4,Poor mobile connectivity,4,630,0.00779887,7.7989,232,232,206,183,549,2745,0,2,670,12,0,88.7931,78.8793,1.464,21.2384,26.6972,10.7759,96.6003,97.0368,0.2182,27.5847,25.0039,36.7213,1,0.0,29747.8994,26414.0831,23464.9379,70394.8136
